mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1678060531616211,0.010175804780329223,0.0072457313537597655,0.0028229180917626793,6,40,"{'max_depth': 6, 'n_estimators': 40}",-20550.974823416094,-19539.83674015411,-23076.362491973458,-20179.705706870718,-20102.171687714042,-20689.810290025685,1236.3552626569094,39
0.20697741508483886,0.007472213169770137,0.004229211807250976,0.004458838330677709,6,50,"{'max_depth': 6, 'n_estimators': 50}",-20891.904296875,-19634.02283550942,-23147.140571489726,-20403.190081870718,-20235.68598833476,-20862.388754815925,1211.0709840038921,50
0.2409064292907715,0.011875158691381704,0.005644893646240235,0.003917103574197988,6,60,"{'max_depth': 6, 'n_estimators': 60}",-20966.159581014555,-19537.45604130993,-23250.196248929795,-20722.685239190923,-20287.186483304795,-20952.73671875,1247.188891958956,59
0.2812988758087158,0.013952434854629076,0.003534746170043945,0.0034421430117025573,6,70,"{'max_depth': 6, 'n_estimators': 70}",-21054.602927011987,-19613.502341074487,-23252.61547517123,-20734.02342412243,-20343.32395119863,-20999.613623715755,1224.8754991734374,63
0.3091397285461426,0.004973133000265286,0.0051253318786621095,0.0037088538276498317,6,80,"{'max_depth': 6, 'n_estimators': 80}",-21102.88298640839,-19659.91051744435,-23455.86184985017,-20833.952723672945,-20428.56656678082,-21096.234928831334,1276.3607808639774,77
0.34594292640686036,0.007631612096908356,0.004026222229003906,0.00422517791111595,6,90,"{'max_depth': 6, 'n_estimators': 90}",-21133.094873715752,-19834.570379387842,-23459.168169413526,-20950.19797463613,-20550.212342144692,-21185.448747859587,1221.1700553110647,85
0.3757363796234131,0.006583219219353639,0.008852052688598632,0.0035060957568574754,6,100,"{'max_depth': 6, 'n_estimators': 100}",-21152.230936964897,-19853.15421660959,-23531.592452375855,-20998.361542166094,-20588.31811857877,-21224.73145333904,1238.091545840709,89
0.4183069705963135,0.003923226060630332,0.006042575836181641,0.0038168596355742665,6,110,"{'max_depth': 6, 'n_estimators': 110}",-21106.153360445205,-19846.15174175942,-23552.64560145548,-21148.206282106163,-20616.051503638697,-21253.84169788099,1241.4376679968227,95
0.44725985527038575,0.00490028652905114,0.0034305095672607423,0.0034339156971128285,6,120,"{'max_depth': 6, 'n_estimators': 120}",-21145.491960081337,-19939.488588934077,-23615.801409995718,-21116.695178724316,-20617.000869541953,-21286.89560145548,1243.947751955969,100
0.5036378860473633,0.019232204128943078,0.005838203430175781,0.003533197547070451,6,130,"{'max_depth': 6, 'n_estimators': 130}",-21220.70517176798,-19992.62100010702,-23679.08488067209,-21151.473512414384,-20672.793196168663,-21343.33555222603,1247.5280381972352,102
0.5554490566253663,0.0319311867984284,0.008457803726196289,0.0032866682741515526,6,140,"{'max_depth': 6, 'n_estimators': 140}",-21277.921674336474,-20019.078874143837,-23678.567356057363,-21157.032373715752,-20707.828151755137,-21368.085686001716,1236.6695587146883,103
0.5674049854278564,0.010976406233789175,0.003224802017211914,0.0028438364491286993,6,150,"{'max_depth': 6, 'n_estimators': 150}",-21288.490127354453,-20018.057938249145,-23694.052694242295,-21211.594846960616,-20752.729238013697,-21392.98496896404,1236.049025355055,104
